no,tanggal,bulan,hari,keterangan,sumber_info,waktu_info,kelurahan,kecamatan,wilayah,objek_awal,jenis_bangunan,penyebab,korban_jiwa,kerugian
1197,12,9,Kamis,Bencana Kebakaran,Masyarakat,4:35,Wijaya Kusuma,Grogol Petamburan,Kota Administrasi Jakarta Barat,Kios tambal ban,Bangunan Rendah,Listrik,0,75000000
1199,12,9,Kamis,Bencana Kebakaran,Masyarakat,19:30,Cikini,Menteng,Kota Administrasi Jakarta Pusat,Restaurant,Bangunan Rendah,Kompor,0,30000000
1200,13,9,Jumat,Bencana Kebakaran,Masyarakat,14:25,Halim Perdana Kusuma,Makasar,Kota Administrasi Jakarta Timur,Box Listrik PLN,,Listrik,0,1000000
1201,13,9,Jumat,Bencana Kebakaran,Masyarakat,20:50,Jatinegara,Cakung,Kota Administrasi Jakarta Timur,Lapak-lapak Madura,Bangunan Rendah,Listrik,15,15000000
1203,15,9,Minggu,Bencana Kebakaran,Petugas Instansi Lain,5:55,Wijaya Kusuma,Grogol Petamburan,Kota Administrasi Jakarta Barat,Mobil Toyota Avanza,,Lain,0,200000000
1204,15,9,Minggu,Bencana Kebakaran,Masyarakat,5:20,Bekasi,Bekasi,Kota Bekasi,Bengkel Meubel,,Listrik,16,950000000
1205,15,9,Minggu,Bencana Kebakaran,Masyarakat,7:30,Kelapa Dua,Kebun Jeruk,Kota Administrasi Jakarta Barat,Bakeri Roti,Bangunan Rendah,Listrik,6,30000000
1206,15,9,Minggu,Bencana Kebakaran,Masyarakat,10:45,Ragunan,Pasar Minggu,Kota Administrasi Jakarta Selatan,Bedeng Warung Makan,,Kompor,0,3000000
1207,15,9,Minggu,Bencana Kebakaran,Masyarakat,17:48,Sungai Bambu,Tanjung Priok,Kota Administrasi Jakarta Utara,Rumah Tinggal,Bangunan Rendah,Listrik,0,70000000
1208,15,9,Minggu,Bencana Kebakaran,Masyarakat,22:00,Manggarai Selatan,Tebet,Kota Administrasi Jakarta Selatan,Rumah Tinggal,Bangunan Rendah,Lain,0,2000000
1209,16,9,Senin,Bencana Kebakaran,Masyarakat,5:40,Ciracas,Ciracas,Kota Administrasi Jakarta Timur,Warung Makan Tegal,Bangunan Rendah,Lain,0,50000000
1210,16,9,Senin,Bencana Kebakaran,Masyarakat,9:50,Duren Sawit,Duren Sawit,Kota Administrasi Jakarta Timur,Rumah Tinggal,Bangunan Rendah,Listrik,4,30000000
1211,16,9,Senin,Bencana Kebakaran,Masyarakat,13:55,Kebayoran Lama Selatan,Kebayoran Lama,Kota Administrasi Jakarta Selatan,Rumah Kontrakan,Bangunan Rendah,Listrik,6,50000000
1213,17,9,Selasa,Bencana Kebakaran,Masyarakat,2:02,Sukabumi Utara,Kebun Jeruk,Kota Administrasi Jakarta Barat,Rumah Tinggal berlantai II,Bangunan Rendah,Lain,5,75000000
1214,17,9,Selasa,Bencana Kebakaran,Masyarakat,2:45,Jati,Pulogadung,Kota Administrasi Jakarta Timur,Ruko,Bangunan Rendah,Listrik,0,300000000
1215,17,9,Selasa,Bencana Kebakaran,Masyarakat,3:25,Kalibaru,Cilincing,Kota Administrasi Jakarta Utara,Gudang Kayu,Bangunan Rendah,Listrik,44,3000000000
1216,17,9,Selasa,Bencana Kebakaran,Masyarakat,10:20,Kebon Pala,Makasar,Kota Administrasi Jakarta Timur,Gerobak Bakso,,Lain,0,1000000
1217,17,9,Selasa,Bencana Kebakaran,Masyarakat,11:05,Pulo Gebang,Cakung,Kota Administrasi Jakarta Timur,Gubuk dan tumpukan sampah,Bangunan Rendah,Lain,3,5000000
1218,18,9,Rabu,Bencana Kebakaran,Masyarakat,2:25,Petukangan Utara,Pesanggrahan,Kota Administrasi Jakarta Selatan,Warung Makan,Bangunan Rendah,Listrik,0,96000000
1219,18,9,Rabu,Bencana Kebakaran,Masyarakat,13:40,Cengkareng Barat,Cengkareng,Kota Administrasi Jakarta Barat,Rumah Tinggal,Bangunan Rendah,Listrik,3,50000000
1220,18,9,Rabu,Bencana Kebakaran,Masyarakat,22:25,Klender,Duren Sawit,Kota Administrasi Jakarta Timur,Rumah Makan,Bangunan Rendah,Kompor,0,10000000
1221,18,9,Rabu,Bencana Kebakaran,Masyarakat,16:10,Sukabumi selatan,Kebun Jeruk,Kota Administrasi Jakarta Barat,Studio Musik,Bangunan Rendah,Listrik,2,50000000
1222,19,9,Kamis,Bencana Kebakaran,Petugas Pemadam,2:35,Kramat Jati,Kramat Jati,Kota Administrasi Jakarta Timur,Toko Elektronik,Bangunan Rendah,Listrik,0,300000000
1223,19,9,Kamis,Bencana Kebakaran,Masyarakat,17:00,Wijaya Kusuma,Grogol Petamburan,Kota Administrasi Jakarta Barat,Rumah Tinggal,Bangunan Rendah,Listrik,0,40000000
1225,19,9,Kamis,Bencana Kebakaran,Masyarakat,20:22,Kelapa Dua,Kebun Jeruk,Kota Administrasi Jakarta Barat,Toko Mebel,Bangunan Rendah,Listrik,0,10000000
1227,20,9,Jumat,Bencana Kebakaran,Petugas Pemadam,7:35,Penjaringan,Penjaringan,Kota Administrasi Jakarta Utara,Ruko 3 Lantai,Bangunan Rendah,Listrik,0,2000000
1229,20,9,Jumat,Bencana Kebakaran,Petugas Instansi Lain,22:40,Cideng,Gambir,Kota Administrasi Jakarta Pusat,Gardu listrik,,Listrik,0,5000000
1230,20,9,Jumat,Bencana Kebakaran,Masyarakat,23:30,Tangerang,Tangerang,Kota Tangerang,Kamar tidur,Bangunan Rendah,Listrik,0,10000000
1232,21,9,Sabtu,Bencana Kebakaran,Masyarakat,6:50,Pluit,Penjaringan,Kota Administrasi Jakarta Utara,Rs. Grand Family,Bangunan Menengah,Listrik,0,100000000
1234,22,9,Minggu,Bencana Kebakaran,Masyarakat,7:05,Ciracas,Ciracas,Kota Administrasi Jakarta Timur,Mobil Truk,,Listrik,0,40000000
1235,22,9,Minggu,Bencana Kebakaran,Masyarakat,12:20,Tebet Barat,Tebet,Kota Administrasi Jakarta Selatan,Rumah Tinggal,Bangunan Rendah,Listrik,6,40000000
1236,22,9,Minggu,Bencana Kebakaran,Masyarakat,13:55,Kalideres,Kalideres,Kota Administrasi Jakarta Barat,Rumah Tinggal,Bangunan Rendah,Listrik,18,500000000
1237,22,9,Minggu,Bencana Kebakaran,Masyarakat,15:45,Pangadegan,Pancoran,Kota Administrasi Jakarta Selatan,Rumah Tinggal,Bangunan Rendah,Listrik,3,40000000
1238,22,9,Minggu,Bencana Kebakaran,Masyarakat,16:50,Duren Tiga,Pancoran,Kota Administrasi Jakarta Selatan,Toko Bangunan,Bangunan Rendah,Lain,9,3000000000
1239,23,9,Senin,Bencana Kebakaran,Masyarakat,4:45,Kalideres,Kalideres,Kota Administrasi Jakarta Barat,Toko Sembako,Bangunan Rendah,Listrik,0,5000000
1241,23,9,Senin,Bencana Kebakaran,Masyarakat,12:30,Kwitang,Senen,Kota Administrasi Jakarta Pusat,Tempat tidur,Bangunan Rendah,Rokok,0,1000000
1242,23,9,Senin,Bencana Kebakaran,Masyarakat,15:32,Cibubur,Ciracas,Kota Administrasi Jakarta Timur,Rumah tinggal,Bangunan Rendah,Listrik,6,1000000000
1243,23,9,Senin,Bencana Kebakaran,Petugas Instansi Lain,18:25,Penjaringan,Penjaringan,Kota Administrasi Jakarta Utara,Rumah tinggal,Bangunan Rendah,Listrik,30,3000000000
1246,25,9,Rabu,Bencana Kebakaran,Masyarakat,13:40,Sumur Batu,Kemayoran,Kota Administrasi Jakarta Pusat,Rumah Tinggal,Bangunan Rendah,Listrik,0,2000000
1247,25,9,Rabu,Bencana Kebakaran,Masyarakat,23:00,Tanjung Barat,Jagakarsa,Kota Administrasi Jakarta Selatan,Rumah Tinggal,Bangunan Rendah,Listrik,7,300000000
1249,26,9,Kamis,Bencana Kebakaran,Masyarakat,7:45,Rawa Badak Utara,Koja,Kota Administrasi Jakarta Utara,Rumah tinggal,Bangunan Rendah,Listrik,5,50000000
1251,26,9,Kamis,Bencana Kebakaran,Masyarakat,15:30,Cipete selatan,Cilandak,Kota Administrasi Jakarta Selatan,Rumah tinggal,Bangunan Rendah,Lain,4,75000000
1252,26,9,Kamis,Bencana Kebakaran,Masyarakat,18:33,Kayu Putih,Pulogadung,Kota Administrasi Jakarta Timur,Kabel udara PLN,,Listrik,0,1500000
1253,26,9,Kamis,Bencana Kebakaran,Masyarakat,21:35,Sunter Jaya,Tanjung Priok,Kota Administrasi Jakarta Utara,Ruang perkantoran,Bangunan Menengah,Listrik,0,40000000
1254,26,9,Kamis,Bencana Kebakaran,Masyarakat,18:10,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,Mobil KIA Carrens,,Listrik,0,70000000
1255,27,9,Jumat,Bencana Kebakaran,Masyarakat,7:50,Pejaten Barat,Pasar Minggu,Kota Administrasi Jakarta Selatan,Toko Bangunan,Bangunan Rendah,Listrik,0,500000000
1256,27,9,Jumat,Bencana Kebakaran,Masyarakat,11:10,Melawai,Kebayoran Baru,Kota Administrasi Jakarta Selatan,Hotel Golden Boutique,Bangunan Menengah,Listrik,0,500000000
1257,27,9,Jumat,Bencana Kebakaran,Masyarakat,11:25,Cibubur,Ciracas,Kota Administrasi Jakarta Timur,Rumah Kontrakan,Bangunan Rendah,Listrik,3,10000000
1258,28,9,Sabtu,Bencana Kebakaran,Masyarakat,1:46,Jelambar,Grogol Petamburan,Kota Administrasi Jakarta Barat,Rumah Tinggal,Bangunan Rendah,Listrik,4,500000000
1259,28,9,Sabtu,Bencana Kebakaran,Masyarakat,8:30,Srengseng,Kembangan,Kota Administrasi Jakarta Barat,Lapak Madura,Bangunan Rendah,Lain,0,10000000
1262,28,9,Sabtu,Bencana Kebakaran,Masyarakat,21:15,Pal meriam,Matraman,Kota Administrasi Jakarta Timur,Rumah Tinggal,Bangunan Rendah,Listrik,20,450000000
1265,1,10,Selasa,Bencana Kebakaran,Masyarakat,3:15,Kelapa Gading Barat,Kelapa Gading,Kota Administrasi Jakarta Utara,Rumah Tinggal,Bangunan Rendah,Listrik,54,2000000000
1266,1,10,Selasa,Bencana Kebakaran,Masyarakat,11:20,Cipedak,Jagakarsa,Kota Administrasi Jakarta Selatan,Rumah Tinggal,Bangunan Rendah,Lain,3,2000000
1267,1,10,Selasa,Bencana Kebakaran,Petugas Instansi Lain,13:58,Pejaten Barat,Pasar Minggu,Kota Administrasi Jakarta Selatan,Rumah Tinggal,Bangunan Rendah,Listrik,4,20000000
1268,1,10,Selasa,Bencana Kebakaran,Masyarakat,16:20,Sukabumi selatan,Kebun Jeruk,Kota Administrasi Jakarta Barat,Rumah Tinggal,Bangunan Rendah,Lain,,200000000
1270,1,10,Selasa,Bencana Kebakaran,Masyarakat,14:00,Sumur Batu,Kemayoran,Kota Administrasi Jakarta Pusat,Ruko,Bangunan Rendah,Rokok,,5000000
1271,2,10,Rabu,Bencana Kebakaran,Masyarakat,2:10,Cempaka Putih Barat,Cempaka Putih,Kota Administrasi Jakarta Pusat,Rumah Tinggal,Bangunan Rendah,Listrik,25,1500000000
1272,2,10,Rabu,Bencana Kebakaran,Masyarakat,7:46,kalideres,Kalideres,Kota Administrasi Jakarta Barat,Tabung Gas,,Kompor,,10000000
1273,2,10,Rabu,Bencana Kebakaran,Masyarakat,9:05,Duren tiga,Pancoran,Kota Administrasi Jakarta Selatan,Rumah tinggal,Bangunan Rendah,Listrik,4,10000000
1274,2,10,Rabu,Bencana Kebakaran,Masyarakat,13:10,Kelapa dua,Kebun Jeruk,Kota Administrasi Jakarta Barat,Bengkel,Bangunan Rendah,Listrik,,500000000
1278,3,10,Kamis,Bencana Kebakaran,Masyarakat,4:40,Cempaka Putih Barat,Cempaka Putih,Kota Administrasi Jakarta Pusat,Kompor Gas,Bangunan Rendah,Kompor,,2000000
1279,3,10,Kamis,Bencana Kebakaran,Masyarakat,16:05,Pejagalan,Penjaringan,Kota Administrasi Jakarta Utara,Rumah Tinggal,Bangunan Rendah,Listrik,5,25000000
1282,3,10,Kamis,Bencana Kebakaran,Masyarakat,10:05,Jelambar,Grogol Petamburan,Kota Administrasi Jakarta Barat,Pabrik Plastik,Bangunan Rendah,Lain,14,32000000000
1283,4,10,Jumat,Bencana Kebakaran,Masyarakat,8:55,Ulujami,Pesanggrahan,Kota Administrasi Jakarta Selatan,Rumah Tinggal,Bangunan Rendah,Listrik,1,10000000
1284,4,10,Jumat,Bencana Kebakaran,Masyarakat,19:00,Palmerah,Palmerah,Kota Administrasi Jakarta Barat,Rumah Tinggal,Bangunan Rendah,Listrik,20,550000000
1285,5,10,Sabtu,Bencana Kebakaran,Masyarakat,2:51,Pancoran,Pancoran,Kota Administrasi Jakarta Selatan,Taxi Express,,Listrik,,120000000
1286,5,10,Sabtu,Bencana Kebakaran,Masyarakat,3:45,Rorotan,Cilincing,Kota Administrasi Jakarta Utara,Rumah Tinggal,Bangunan Rendah,Listrik,13,200000000
1288,5,10,Sabtu,Bencana Kebakaran,Masyarakat,13:50,Tebet Barat,Tebet,Kota Administrasi Jakarta Selatan,Gardu Listrik PLN,Bangunan Rendah,Listrik,,100000000
1289,5,10,Sabtu,Bencana Kebakaran,Petugas Instansi Lain,16:45,Kebayoran Lama Selatan,Kebayoran Lama,Kota Administrasi Jakarta Selatan,Mobil Mitsubishi,,Listrik,,60000000
1291,5,10,Sabtu,Bencana Kebakaran,Petugas Instansi Lain,11:25,Pegadungan,Kalideres,Kota Administrasi Jakarta Barat,Gardu listrik,Bangunan Rendah,Listrik,,30000000
1293,6,10,Minggu,Bencana Kebakaran,Masyarakat,0:00,Tangerang,Tangerang,Kota Tangerang,Kios/ Toko,Bangunan Rendah,Listrik,,250000000
1294,6,10,Minggu,Bencana Kebakaran,Masyarakat,3:25,Cipedak,Jagakarsa,Kota Administrasi Jakarta Selatan,Rumah Makan,Bangunan Rendah,Listrik,,5000000
1295,6,10,Minggu,Bencana Kebakaran,Masyarakat,14:00,Mangga Dua Selatan,Sawah Besar,Kota Administrasi Jakarta Pusat,Ruko (3 lantai),Bangunan Rendah,Lain,0,200000000
1296,6,10,Minggu,Bencana Kebakaran,Petugas Pemadam,10:00,Rawamangun,Pulogadung,Kota Administrasi Jakarta Timur,Tiang Listrik,Bangunan Rendah,Listrik,0,5000000
1299,7,10,Senin,Bencana Kebakaran,Masyarakat,11:00,Mampang Prapatan,Mampang Prapatan,Kota Administrasi Jakarta Selatan,Rumah Tinggal,Bangunan Rendah,Listrik,5,100000000
1300,7,10,Senin,Bencana Kebakaran,Masyarakat,12:14,Grogol Utara,Kebayoran Lama,Kota Administrasi Jakarta Selatan,Rumah Tinggal,Bangunan Rendah,Lain,4,80000000
1301,7,10,Senin,Bencana Kebakaran,Masyarakat,13:40,Bekasi,Bekasi,Kota Bekasi,Rumah Kontrakan,Bangunan Rendah,Listrik,25,1000000000
1302,7,10,Senin,Bencana Kebakaran,Masyarakat,14:50,Karet Semanggi,Setiabudi,Kota Administrasi Jakarta Selatan,Kantor Kelurahan,Bangunan Rendah,Listrik,,200000000
1304,7,10,Senin,Bencana Kebakaran,Masyarakat,19:50,Manggarai Selatan,Tebet,Kota Administrasi Jakarta Selatan,Kabel PLN,,Listrik,,2000000
1305,7,10,Senin,Bencana Kebakaran,Masyarakat,12:30,Kebon Kelapa,Gambir,Kota Administrasi Jakarta Pusat,Ruko,Bangunan Rendah,Listrik,,5000000
1306,7,10,Senin,Bencana Kebakaran,Masyarakat,20:15,Bendungan Hilir,Tanah Abang,Kota Administrasi Jakarta Pusat,Rumah Tinggal,Bangunan Rendah,Listrik,,18000000
1308,8,10,Selasa,Bencana Kebakaran,Masyarakat,19:30,Grogol Utara,Kebayoran Lama,Kota Administrasi Jakarta Selatan,Kabel Udara PLN,,Listrik,,1000000
1309,8,10,Selasa,Bencana Kebakaran,Petugas Instansi Lain,22:45,Pulo Gebang,Cakung,Kota Administrasi Jakarta Timur,Bengkel (Kios) Jok Motor dan Molbil,Bangunan Rendah,Listrik,,35000000
1310,9,10,Rabu,Bencana Kebakaran,Petugas Pemadam,7:00,Semper Barat,Cilincing,Kota Administrasi Jakarta Utara,Mesin ATM,,Listrik,,200000000
1312,9,10,Rabu,Bencana Kebakaran,Masyarakat,14:40,Jelambar,Grogol Petamburan,Kota Administrasi Jakarta Barat,Mini Market (indomart),Bangunan Rendah,Listrik,,300000000
1313,9,10,Rabu,Bencana Kebakaran,Masyarakat,15:15,Semanan,Kalideres,Kota Administrasi Jakarta Barat,Mobil B.1977.UI,,Lain,,45000000
1314,9,10,Rabu,Bencana Kebakaran,Masyarakat,16:25,Pinang Ranti,Makasar,Kota Administrasi Jakarta Timur,Bus Trans Jakarta,,Listrik,,60000000
1315,9,10,Rabu,Bencana Kebakaran,Masyarakat,10:05,Jati Pulo,Palmerah,Kota Administrasi Jakarta Barat,Rumah Tinggal,Bangunan Rendah,Listrik,4,50000000
1316,10,10,Kamis,Bencana Kebakaran,Masyarakat,8:20,Cilincing,Cilincing,Kota Administrasi Jakarta Utara,Rumah Tinggal,Bangunan Rendah,Listrik,7,300000000
1318,10,10,Kamis,Bencana Kebakaran,Masyarakat,14:43,Cilandak Barat,Cilandak,Kota Administrasi Jakarta Selatan,Rumah Tinggal,Bangunan Rendah,Listrik,3,3000000
1319,10,10,Kamis,Bencana Kebakaran,Masyarakat,15:00,Jatinegara,Cakung,Kota Administrasi Jakarta Timur,Rumah Tinggal,Bangunan Rendah,Listrik,30,150000000
1320,10,10,Kamis,Bencana Kebakaran,Masyarakat,16:00,Bambu Apus,Cipayung,Kota Administrasi Jakarta Timur,Rumah Tinggal,Bangunan Rendah,Listrik,4,50000000
1323,11,10,Jumat,Bencana Kebakaran,Masyarakat,5:50,Semanan,Kalideres,Kota Administrasi Jakarta Barat,Rumah Tinggal,Bangunan Rendah,Listrik,4,20000000
1324,11,10,Jumat,Bencana Kebakaran,Masyarakat,12:10,Cilandak Barat,Cilandak,Kota Administrasi Jakarta Selatan,Kompor Gas,Bangunan Rendah,Kompor,4,3000000
1326,13,10,Minggu,Bencana Kebakaran,Petugas Instansi Lain,18:35,Tangki,Tamansari,Kota Administrasi Jakarta Barat,Rumah Tinggal,Bangunan Rendah,Listrik,45,260000000
1327,14,10,Senin,Bencana Kebakaran,Masyarakat,1:35,Pegadungan,Kalideres,Kota Administrasi Jakarta Barat,Peternakan Burung,Bangunan Rendah,Listrik,,5000000
1328,14,10,Senin,Bencana Kebakaran,Masyarakat,9:00,Penjaringan,Penjaringan,Kota Administrasi Jakarta Utara,Gudang Ban Swalaw,Bangunan Menengah,Lain,,5000000000
1331,14,10,Senin,Bencana Kebakaran,Masyarakat,17:00,Pulogadung,Pulogadung,Kota Administrasi Jakarta Timur,Rumah tinggal,Bangunan Rendah,Listrik,5,75000000
1332,14,10,Senin,Bencana Kebakaran,Petugas Pemadam,9:55,Bendungan Hilir,Tanah Abang,Kota Administrasi Jakarta Pusat,Kantor BPK Lt. 11,Bangunan Tinggi,Listrik,,50000000
1333,15,10,Selasa,Bencana Kebakaran,Masyarakat,15:00,Cilincing,Cilincing,Kota Administrasi Jakarta Utara,Rumah Tinggal,Bangunan Rendah,Listrik,6,50000000
1334,15,10,Selasa,Bencana Kebakaran,Masyarakat,23:40,Rawasari,Cempaka Putih,Kota Administrasi Jakarta Pusat,Rumah Tinggal,Bangunan Rendah,Listrik,,1000000
1335,16,10,Rabu,Bencana Kebakaran,Masyarakat,0:30,Kebayoran Lama Selatan,Kebayoran Lama,Kota Administrasi Jakarta Selatan,Rumah Tinggal,Bangunan Rendah,Listrik,32,450000000
1337,16,10,Rabu,Bencana Kebakaran,Masyarakat,2:30,Taman Sari,Tamansari,Kota Administrasi Jakarta Barat,Rumah Tinggal,Bangunan Rendah,Listrik,45,1450000000
1338,16,10,Rabu,Bencana Kebakaran,Masyarakat,21:05,Rawa Badak Utara,Koja,Kota Administrasi Jakarta Utara,Yayasan Al Hidayah,Bangunan Rendah,Kompor,,1000000
1340,16,10,Rabu,Bencana Kebakaran,Petugas Pemadam,14:10,Kemanggisan,Palmerah,Kota Administrasi Jakarta Barat,Rumah Tinggal,Bangunan Rendah,Listrik,4,50000000
1341,17,10,Kamis,Bencana Kebakaran,Petugas Pemadam,5:10,Kedoya Utara,Kebun Jeruk,Kota Administrasi Jakarta Barat,Pom Bensin,Bangunan Rendah,Lain,,50000000
1342,17,10,Kamis,Bencana Kebakaran,Masyarakat,8:55,Pulo Gebang,Cakung,Kota Administrasi Jakarta Timur,Rumah tinggal,Bangunan Rendah,Listrik,5,1000000000
1343,17,10,Kamis,Bencana Kebakaran,Masyarakat,17:35,Mangga Dua Selatan,Sawah Besar,Kota Administrasi Jakarta Pusat,Gudang kain (Textile),Bangunan Rendah,Listrik,,100000000
1344,18,10,Jumat,Bencana Kebakaran,Masyarakat,2:55,Rawasari,Cempaka Putih,Kota Administrasi Jakarta Pusat,Mobil Nissa X-Trail,,Listrik,,50000000
1345,18,10,Jumat,Bencana Kebakaran,Masyarakat,11:20,Semper Barat,Cilincing,Kota Administrasi Jakarta Utara,Rumah Tinggal,Bangunan Rendah,Listrik,5,70000000
1346,18,10,Jumat,Bencana Kebakaran,Petugas Pemadam,17:20,Gunung Sahari Selatan,Kemayoran,Kota Administrasi Jakarta Pusat,Sekolah SMK I Taman Siswa,Bangunan Rendah,Listrik,,250000000
1347,18,10,Jumat,Bencana Kebakaran,Masyarakat,21:45,Ancol,Pademangan,Kota Administrasi Jakarta Utara,Rumah Tinggal,Bangunan Rendah,Listrik,9,100000000
1348,18,10,Jumat,Bencana Kebakaran,Masyarakat,21:48,Kapuk Muara,Penjaringan,Kota Administrasi Jakarta Utara,Kios Bensin Eceran,Bangunan Rendah,Lain,,1000000
1349,18,10,Jumat,Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Petugas Instansi Lain,11:45,Jati Pulo,Palmerah,Kota Administrasi Jakarta Barat,Pohon Tumbang,,Lain,,1000000
1350,18,10,Jumat,Bencana Kebakaran,Petugas Pemadam,21:20,Kebon Melati,Tanah Abang,Kota Administrasi Jakarta Pusat,Rumah Tingga,Bangunan Rendah,Lain,8,50000000
1351,19,10,Sabtu,Bencana Kebakaran,Petugas Pemadam,3:15,Kenari,Senen,Kota Administrasi Jakarta Pusat,Rumah Tinggal,Bangunan Rendah,Listrik,30,300000000
1352,19,10,Sabtu,Bencana Kebakaran,Masyarakat,0:00,Jelambar Baru,Grogol Petamburan,Kota Administrasi Jakarta Barat,Warung Klontong,,Listrik,,5000000
1353,19,10,Sabtu,Bencana Kebakaran,Masyarakat,9:50,Pangadegan,Pancoran,Kota Administrasi Jakarta Selatan,Gardu Listrik,Bangunan Rendah,Listrik,,100000000
1355,19,10,Sabtu,Bencana Kebakaran,Masyarakat,10:40,Rawa Buaya,Cengkareng,Kota Administrasi Jakarta Barat,Rumah Tinggal,Bangunan Rendah,Listrik,,10000000
1358,20,10,Minggu,Bencana Kebakaran,Masyarakat,3:45,Kembangan Selatan,Kembangan,Kota Administrasi Jakarta Barat,Warteg,Bangunan Rendah,Listrik,3,1500000
1360,20,10,Minggu,Bencana Kebakaran,Masyarakat,8:40,Bale Kambang,Kramat Jati,Kota Administrasi Jakarta Timur,Mobil angkot,,Listrik,,80000000
1364,22,10,Selasa,Bencana Kebakaran,Petugas Instansi Lain,3:45,Karet Semanggi,Setiabudi,Kota Administrasi Jakarta Selatan,Baligho,,Lain,,150000000
1365,21,10,Senin,Bencana Kebakaran,Masyarakat,18:25,Wijaya Kusuma,Grogol Petamburan,Kota Administrasi Jakarta Barat,Pabrik DOMINO,Bangunan Rendah,Listrik,,1000000000
1367,22,10,Selasa,Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,15:29,Menteng Dalam,Tebet,Kota Administrasi Jakarta Selatan,Tiang Bangunan Roboh,,Lain,,60000000
1369,23,10,Rabu,Bencana Kebakaran,Masyarakat,0:00,Pesanggrahan,Pesanggrahan,Kota Administrasi Jakarta Selatan,Bedeng Proyek,Bangunan Rendah,Lain,,3000000
1370,23,10,Rabu,Bencana Kebakaran,Masyarakat,13:00,Kelapa Gading Timur,Kelapa Gading,Kota Administrasi Jakarta Utara,Rumah Tinggal,Bangunan Rendah,Listrik,5,40000000
1373,23,10,Rabu,Bencana Kebakaran,Masyarakat,19:24,Tanah Sereal,Tambora,Kota Administrasi Jakarta Barat,Kabel Listrik,,Listrik,,10000000
1375,24,10,Kamis,Bencana Kebakaran,Masyarakat,5:05,Kebon Bawang,Tanjung Priok,Kota Administrasi Jakarta Utara,Rumah tinggal,Bangunan Rendah,Lain,4,20000000
1376,24,10,Kamis,Bencana Kebakaran,Masyarakat,11:30,Petukangan Selatan,Pesanggrahan,Kota Administrasi Jakarta Selatan,Rumah Tinggal,Bangunan Rendah,Listrik,4,300000000
1377,24,10,Kamis,Bencana Kebakaran,Masyarakat,18:30,Cawang,Kramat Jati,Kota Administrasi Jakarta Timur,Rumah Tinggal & Kontrakan,Bangunan Rendah,Listrik,15,250000000
1378,25,10,Jumat,Bencana Kebakaran,Masyarakat,9:00,Pluit,Penjaringan,Kota Administrasi Jakarta Utara,Rumah Makan,Bangunan Rendah,Listrik,,60000000
1379,25,10,Jumat,Bencana Kebakaran,Masyarakat,10:30,Tangerang,Tangerang,Kota Tangerang,Rumah Kontrakan,Bangunan Rendah,Listrik,6,10000000
1382,26,10,Sabtu,Bencana Kebakaran,Masyarakat,5:50,Mangga Besar,Tamansari,Kota Administrasi Jakarta Barat,Apartemen Jayakarta,Bangunan Tinggi,Listrik,,10000000
1385,26,10,Sabtu,Bencana Kebakaran,Masyarakat,17:30,Cilandak Barat,Cilandak,Kota Administrasi Jakarta Selatan,Kabel Tiang Listrik,,Listrik,,100000000
1387,27,10,Minggu,Bencana Kebakaran,Petugas Pemadam,7:25,Wijaya Kusuma,Grogol Petamburan,Kota Administrasi Jakarta Barat,Ban Traktor Bekas,,Lain,,5000000
1389,27,10,Minggu,Bencana Kebakaran,Masyarakat,21:15,Penjaringan,Penjaringan,Kota Administrasi Jakarta Utara,Rumah Tinggal,Bangunan Rendah,Listrik,5,1000000000
1391,29,10,Selasa,Bencana Kebakaran,Masyarakat,7:20,Lubang Buaya,Cipayung,Kota Administrasi Jakarta Timur,Rumah tinggal,Bangunan Rendah,Listrik,2,10000000
1392,29,10,Selasa,Bencana Kebakaran,Masyarakat,9:47,Kemanggisan,Palmerah,Kota Administrasi Jakarta Barat,Gedung SMU 78 Lt. 4,Bangunan Rendah,Lain,,5000000
1393,29,10,Selasa,Bencana Kebakaran,Masyarakat,14:10,Pejaten Timur,Pasar Minggu,Kota Administrasi Jakarta Selatan,1 Rumah tinggal,Bangunan Rendah,Listrik,26,1000000000
1399,29,10,Selasa,Bencana Kebakaran,Masyarakat,19:05,Petogogan,Kebayoran Baru,Kota Administrasi Jakarta Selatan,Kabrl Udara PLN,,Listrik,,3000000
1404,30,10,Rabu,Bencana Kebakaran,Petugas Instansi Lain,14:35,Pasar baru,Sawah Besar,Kota Administrasi Jakarta Pusat,Rumah Tinggal,,Listrik,24,500000000
1405,31,10,Kamis,Bencana Kebakaran,Masyarakat,3:15,Kampung Bali,Tanah Abang,Kota Administrasi Jakarta Pusat,Rumah Tinggal,,Listrik,6,50000000
1406,31,10,Kamis,Bencana Kebakaran,Masyarakat,6:10,Harapan Mulia,Kemayoran,Kota Administrasi Jakarta Pusat,Rumah Tinggal,,Listrik,25,250000000
1407,31,10,Kamis,Bencana Kebakaran,Masyarakat,13:00,Kelapa Gading Timur,Kelapa Gading,Kota Administrasi Jakarta Utara,Rumah Kontrakan,Bangunan Rendah,Listrik,1,2000000
